drwxr-xr-x,3,root,root,ParaView
drwxr-xr-x,4,root,root,parmetis
drwxr-xr-x,5,root,root,parmetis-4.0.3
drwxr-xr-x,3,root,root,piler
drwxr-xr-x,3,root,sys,proj
drwxr-xr-x,3,root,root,prottest
drwxr-xr-x,4,root,root,pt-scotch
drwxr-xr-x,4,root,root,python
drwxr-xr-x,4,root,root,python3lib
drwxr-xr-x,6,root,root,python_packages
drwxr-xr-x,3,root,root,qiime
drwxr-xr-x,5,root,root,qt
drwxr-xr-x,3,root,root,QT
drwxr-xr-x,4,root,root,R
drwxr-xr-x,6,root,root,R-3.0.2
drwxr-xr-x,8,root,root,R-3.1.2
drwxr-xr-x,3,root,root,RAxML
drwxr-xr-x,4,root,root,readline-6.0-4
drwxr-xr-x,3,root,root,recon
drwxr-xr-x,3,root,root,repeatmasker
drwxr-xr-x,3,root,root,repeatscout
drwxr-xr-x,3,mgomezzul,mgomezzu,repet
drwxr-xr-x,3,root,root,ruby
drwxr-xr-x,3,root,root,Ruby
drwxr-xr-x,3,root,root,samtools
drwxr-xr-x,6,root,root,scalapack
drwxr-xr-x,5,root,root,scotch
drwxr-xr-x,6,root,root,scripts
drwxr-xr-x,2,root,root,sensors
drwxr-xr-x,5,root,root,slatec
drwxr-xr-x,3,root,root,src
drwxr-xr-x,3,root,root,strace
drwxr-xr-x,2,root,root,svn
drwxr-xr-x,3,root,root,sysbench
drwxr-xr-x,3,root,root,szip
drwxr-xr-x,5,root,root,tcl
-rw-r--r--,1,root,root,test.file
drwxr-xr-x,3,root,root,tophat
drwxr-xr-x,3,root,sys,torque
drwxr-xr-x,2,root,root,Torque
drwxr-xr-x,8,root,root,Torque.old
-rw-r--r--,1,root,root,Torque-scripts.tar
drwxr-xr-x,3,root,root,trf
drwxr-xr-x,4,root,root,uspex
drwxr-xr-x,3,root,root,velvet
drwxr-xr-x,5,root,root,xblas
-rw-r--r--,1,root,root,xorg-x11-server-Xvfb-1.13.0-23.1.el6.centos.x86_64.rpm
drwxr-xr-x,3,root,root,zlib
